iter	Logloss
770	0.3187235861
771	0.3186943531
772	0.3186608048
773	0.3186271612
774	0.3185947769
775	0.3185522223
776	0.3185033533
777	0.3184724999
778	0.3184421681
779	0.3184110991
780	0.318362001
781	0.3183224493
782	0.318291731
783	0.3182513614
784	0.3182199663
785	0.3181916465
786	0.3181428973
787	0.3180850086
788	0.3180741613
789	0.3180262964
790	0.3179950726
791	0.3179490707
792	0.317921298
793	0.3178894687
794	0.3178456284
795	0.3178302917
796	0.3177902065
797	0.3177629235
798	0.3177249326
799	0.317689501
800	0.3176676933
801	0.3176379273
802	0.3175916806
803	0.3175512051
804	0.3175154038
805	0.3174717316
806	0.3174385564
807	0.3174149395
808	0.3173647025
809	0.3173315345
810	0.3172883373
811	0.3172552425
812	0.3172120718
813	0.3171832262
814	0.3171513826
815	0.3171092331
816	0.3170702564
817	0.3170439899
818	0.3170064741
819	0.3169699837
820	0.3169353512
821	0.3168869831
822	0.3168612983
823	0.3168251644
824	0.3167878027
825	0.3167413338
826	0.3167086301
827	0.3166547626
828	0.316614725
829	0.3165784309
830	0.3165311659
831	0.316493041
832	0.3164568429
833	0.3164182554
834	0.3163909035
835	0.3163559335
836	0.3163131297
837	0.3162773676
838	0.3162367525
839	0.316202912
840	0.3161763379
841	0.3161411509
842	0.3160923784
843	0.316055112
844	0.3160159454
845	0.3159745264
846	0.3159184549
847	0.3158842209
848	0.3158523875
849	0.3158174346
850	0.3157935295
851	0.3157549094
852	0.3157152279
853	0.3156819279
854	0.3156459919
855	0.3156046269
856	0.3155588399
857	0.3155302904
858	0.3154939166
859	0.3154651029
860	0.3154320741
861	0.3153927886
862	0.3153444363
863	0.3153056266
864	0.3152597974
865	0.3152264391
866	0.3151871214
867	0.3151571819
868	0.3151241965
869	0.3150880934
870	0.3150550299
871	0.3150258294
872	0.3150020289
873	0.3149731559
874	0.3149233174
875	0.3148797842
876	0.3148375989
877	0.3147995336
878	0.3147593625
879	0.3147220389
880	0.3146817574
881	0.3146474263
882	0.3146152039
883	0.3145784156
884	0.3145406297
885	0.3145032527
886	0.3144735909
887	0.3144376644
888	0.3144033377
889	0.3143718324
890	0.3143304569
891	0.3143037576
892	0.3142720352
893	0.3142232351
894	0.3141878379
895	0.3141437365
896	0.314106621
897	0.314071465
898	0.3140238014
899	0.3139871435
900	0.3139539947
901	0.313931674
902	0.3138985891
903	0.3138676605
904	0.3138317816
905	0.3138015356
906	0.3137645761
907	0.313738611
908	0.3136944638
909	0.3136694752
910	0.3136348196
911	0.3135917085
912	0.31355739
913	0.3135151191
914	0.3134801211
915	0.3134505487
916	0.3134213586
917	0.313384007
918	0.3133525487
919	0.3133093727
920	0.313264184
921	0.3132203363
922	0.3131824761
923	0.3131531492
924	0.3131215885
925	0.3130841972
926	0.3130629247
927	0.3130374456
928	0.3130110546
929	0.3129813039
930	0.3129421062
931	0.3129015452
932	0.3128637599
933	0.3128303847
934	0.3127964112
935	0.3127649778
936	0.3127269564
937	0.3126963982
938	0.3126424365
939	0.312605907
940	0.3125600876
941	0.3125217427
942	0.3124993507
943	0.3124529089
944	0.3124376953
